,Condition_1,Condition_1_prime_1,Condition_1_prime_2,Condition_1_prime_3,Condition_1_prime_4,Condition_1_prime_5,Condition_1_prime_6,Condition_1_prime_7,Condition_1_prime_8,Condition_1_prime_9,Condition_1_prime_10,Condition_2,Condition_2_prime_1,Condition_2_prime_2,Condition_2_prime_3,Condition_2_prime_4,Condition_2_prime_5,Condition_2_prime_6,Condition_2_prime_7,Condition_2_prime_8,Condition_2_prime_9,Condition_2_prime_10,Condition_3,Condition_3_prime_1,Condition_3_prime_2,Condition_3_prime_3,Condition_3_prime_4,Condition_3_prime_5,Condition_3_prime_6,Condition_3_prime_7,Condition_3_prime_8,Condition_3_prime_9,Condition_3_prime_10,Condition_4,Condition_4_prime_1,Condition_4_prime_2,Condition_4_prime_3,Condition_4_prime_4,Condition_4_prime_5,Condition_4_prime_6,Condition_4_prime_7,Condition_4_prime_8,Condition_4_prime_9,Condition_4_prime_10,Condition_5,Condition_5_prime_1,Condition_5_prime_2,Condition_5_prime_3,Condition_5_prime_4,Condition_5_prime_5,Condition_5_prime_6,Condition_5_prime_7,Condition_5_prime_8,Condition_5_prime_9,Condition_5_prime_10,Condition_6,Condition_6_prime_1,Condition_6_prime_2,Condition_6_prime_3,Condition_6_prime_4,Condition_6_prime_5,Condition_6_prime_6,Condition_6_prime_7,Condition_6_prime_8,Condition_6_prime_9,Condition_6_prime_10,Condition_7,Condition_7_prime_1,Condition_7_prime_2,Condition_7_prime_3,Condition_7_prime_4,Condition_7_prime_5,Condition_7_prime_6,Condition_7_prime_7,Condition_7_prime_8,Condition_7_prime_9,Condition_7_prime_10,Condition_8,Condition_8_prime_1,Condition_8_prime_2,Condition_8_prime_3,Condition_8_prime_4,Condition_8_prime_5,Condition_8_prime_6,Condition_8_prime_7,Condition_8_prime_8,Condition_8_prime_9,Condition_8_prime_10,Condition_9,Condition_9_prime_1,Condition_9_prime_2,Condition_9_prime_3,Condition_9_prime_4,Condition_9_prime_5,Condition_9_prime_6,Condition_9_prime_7,Condition_9_prime_8,Condition_9_prime_9,Condition_9_prime_10,Condition_10,Condition_10_prime_1,Condition_10_prime_2,Condition_10_prime_3,Condition_10_prime_4,Condition_10_prime_5,Condition_10_prime_6,Condition_10_prime_7,Condition_10_prime_8,Condition_10_prime_9,Condition_10_prime_10
Condition_2_prime_10,0.9043,0.6165,0.8407,0.8004,0.8407,0.9034,0.8094,0.7352,0.8274,0.9043,0.9043,0.9909,0.8682,0.8408,0.7971,0.901,0.9048,0.9909,0.9047,0.9909,0.9044,1.0,0.32,0.32,0.32,0.243,0.3204,0.32,0.32,0.32,0.32,0.2285,0.32,0.4165,0.4165,0.4165,0.3395,0.4165,0.4075,0.4165,0.4165,0.4165,0.4075,0.4165,0.753,0.6578,0.536,0.6284,0.692,0.6632,0.753,0.694,0.5818,0.6653,0.753,0.7767,0.6666,0.6454,0.5862,0.7035,0.7001,0.7767,0.6466,0.7358,0.8005,0.7065,0.7652,0.6712,0.747,0.5751,0.7652,0.7336,0.7652,0.6703,0.6882,0.7652,0.7652,0.7934,0.6982,0.7766,0.6345,0.7897,0.7139,0.7027,0.7329,0.815,0.8082,0.7664,0.5052,0.3163,0.3333,0.4326,0.5052,0.4087,0.4962,0.5052,0.5052,0.4022,0.4112,0.4576,0.3636,0.2857,0.4576,0.394,0.4576,0.4576,0.4576,0.3806,0.3636,0.3636
Condition_3,0.3614,0.3306,0.3946,0.2227,0.3494,0.3214,0.2991,0.3967,0.3084,0.3614,0.3611,0.3147,0.3104,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.32,1.0,0.7192,0.9987,0.7156,0.9044,0.9007,0.9088,0.829,0.9085,0.8095,0.7406,0.6082,0.4959,0.5856,0.4301,0.5611,0.5157,0.5856,0.5594,0.6082,0.538,0.5856,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2579,0.2088,0.296,0.1325,0.2234,0.2521,0.2567,0.18,0.2035,0.2576,0.2274,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4659,0.3716,0.2992,0.2897,0.4223,0.4802,0.3889,0.4355,0.4659,0.3951,0.4721,0.5297,0.4602,0.4285,0.3327,0.5306,0.4599,0.4907,0.4375,0.5022,0.5639,0.4308
Condition_3_prime_1,0.3614,0.3306,0.3946,0.2227,0.3494,0.3214,0.2991,0.3967,0.3084,0.3614,0.3611,0.3147,0.3433,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.32,0.7192,1.0,0.7192,0.624,0.7192,0.7192,0.7192,0.7192,0.6556,0.5911,0.6863,0.554,0.6644,0.554,0.5216,0.5441,0.4669,0.554,0.554,0.554,0.4678,0.554,0.2195,0.2195,0.1778,0.1892,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2505,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2579,0.3174,0.296,0.1325,0.2234,0.2521,0.2567,0.18,0.2035,0.2576,0.2274,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4489,0.3546,0.2594,0.282,0.4223,0.4486,0.3626,0.4355,0.4489,0.3636,0.4498,0.5151,0.5554,0.2978,0.3327,0.5161,0.4599,0.4762,0.4322,0.4212,0.4427,0.4162
Condition_3_prime_2,0.3614,0.3306,0.3946,0.2227,0.3494,0.3214,0.2991,0.3967,0.3084,0.3614,0.3611,0.3147,0.3104,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.32,0.9987,0.7192,1.0,0.7156,0.9044,0.9007,0.9088,0.829,0.9072,0.8083,0.7402,0.6082,0.4959,0.5856,0.4301,0.5611,0.5157,0.5856,0.5594,0.6082,0.538,0.5856,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2579,0.2088,0.296,0.1325,0.2234,0.2521,0.2567,0.18,0.2035,0.2576,0.2274,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4659,0.3716,0.2992,0.2897,0.4223,0.4802,0.3889,0.4355,0.4659,0.3951,0.4721,0.5297,0.4602,0.4285,0.3327,0.5306,0.4599,0.4907,0.4375,0.5022,0.5639,0.4308
Condition_3_prime_3,0.2752,0.2366,0.3084,0.1457,0.2724,0.2444,0.2076,0.3052,0.3084,0.2752,0.2748,0.2378,0.2334,0.2844,0.1429,0.2131,0.2155,0.2378,0.1666,0.2378,0.2618,0.243,0.7156,0.624,0.7156,1.0,0.7156,0.7153,0.7143,0.7155,0.6386,0.569,0.6345,0.4851,0.4007,0.4851,0.4301,0.4514,0.3926,0.4851,0.4641,0.4851,0.3936,0.4851,0.1425,0.1425,0.0863,0.1256,0.1256,0.1416,0.1425,0.1586,0.1722,0.1585,0.1425,0.1429,0.1416,0.1759,0.0477,0.1256,0.1259,0.1429,0.1756,0.1812,0.1438,0.1598,0.1664,0.1173,0.2045,0.041,0.1372,0.1658,0.1652,0.1337,0.2035,0.1661,0.1359,0.2128,0.2128,0.2291,0.2127,0.2119,0.1892,0.2541,0.2516,0.2513,0.2131,0.2353,0.3562,0.2618,0.2767,0.1905,0.3274,0.3707,0.2792,0.3403,0.3562,0.2801,0.3716,0.4345,0.365,0.3628,0.2388,0.4357,0.365,0.3956,0.3424,0.4944,0.4116,0.3356
Condition_3_prime_4,0.3614,0.3306,0.3946,0.2227,0.3494,0.3214,0.2991,0.3967,0.3084,0.3614,0.3611,0.3147,0.3104,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.3204,0.9044,0.7192,0.9044,0.7156,1.0,0.9007,0.8998,0.8277,0.8182,0.7365,0.7399,0.5989,0.4959,0.5855,0.4301,0.5518,0.5064,0.5855,0.5593,0.5989,0.5127,0.5855,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2579,0.2088,0.296,0.1325,0.2234,0.2521,0.2567,0.18,0.2035,0.2576,0.2274,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4566,0.3623,0.2897,0.2897,0.4223,0.4709,0.3796,0.4355,0.4566,0.3858,0.472,0.5297,0.4602,0.4091,0.3327,0.5306,0.4599,0.4907,0.4375,0.5022,0.5639,0.4307
Condition_3_prime_5,0.3614,0.3306,0.3946,0.2227,0.3494,0.3214,0.2991,0.3967,0.3084,0.3614,0.3611,0.3147,0.3104,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.32,0.9007,0.7192,0.9007,0.7153,0.9007,1.0,0.8997,0.8274,0.8145,0.7328,0.7374,0.5989,0.4959,0.5855,0.4301,0.5518,0.5064,0.5855,0.5593,0.5989,0.5127,0.5855,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2579,0.2088,0.296,0.1325,0.2234,0.2521,0.2567,0.18,0.2035,0.2576,0.2274,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4566,0.3623,0.2895,0.2897,0.4223,0.4709,0.3796,0.4355,0.4566,0.3858,0.472,0.5297,0.4602,0.4091,0.3327,0.5306,0.4599,0.4907,0.4375,0.5022,0.5639,0.4307
Condition_3_prime_6,0.3614,0.3306,0.3946,0.2227,0.3494,0.3214,0.2991,0.3967,0.3084,0.3614,0.3611,0.3147,0.3104,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.32,0.9088,0.7192,0.9088,0.7143,0.8998,0.8997,1.0,0.8277,0.8173,0.7409,0.7368,0.5989,0.4959,0.5856,0.4301,0.5518,0.5064,0.5856,0.5594,0.5989,0.5127,0.5856,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2579,0.2088,0.296,0.1325,0.2234,0.2521,0.2567,0.18,0.2035,0.2576,0.2274,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4566,0.3623,0.2897,0.2897,0.4223,0.4708,0.3796,0.4355,0.4566,0.3859,0.4721,0.5297,0.4602,0.4125,0.3327,0.5306,0.4599,0.4907,0.4375,0.5022,0.5639,0.4308
Condition_3_prime_7,0.3614,0.3306,0.3946,0.2227,0.3494,0.3214,0.2991,0.3967,0.3084,0.3614,0.3611,0.3147,0.3104,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.32,0.829,0.7192,0.829,0.7155,0.8277,0.8274,0.8277,1.0,0.7427,0.6824,0.7377,0.5803,0.4959,0.5803,0.4301,0.5466,0.4878,0.5803,0.5594,0.5803,0.4941,0.5803,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2579,0.2088,0.296,0.1325,0.2234,0.2521,0.2567,0.18,0.2035,0.2576,0.2274,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4513,0.3571,0.2847,0.2844,0.4223,0.4656,0.3743,0.4355,0.4513,0.3806,0.4668,0.5297,0.4602,0.3807,0.3327,0.5306,0.4599,0.4907,0.4375,0.5022,0.5185,0.4308
Condition_3_prime_8,0.3611,0.3268,0.3934,0.2227,0.3491,0.3213,0.2954,0.3877,0.3072,0.3611,0.361,0.3147,0.3104,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.32,0.9085,0.6556,0.9072,0.6386,0.8182,0.8145,0.8173,0.7427,1.0,0.7687,0.6769,0.6082,0.4959,0.5856,0.4301,0.5611,0.5157,0.5856,0.5594,0.6082,0.5513,0.5856,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2542,0.2085,0.287,0.1322,0.2221,0.2521,0.253,0.1763,0.2035,0.2539,0.2273,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4659,0.3716,0.3126,0.2897,0.4223,0.4935,0.3889,0.4355,0.4659,0.4085,0.4721,0.466,0.4126,0.3423,0.3145,0.4669,0.4123,0.4271,0.3899,0.4252,0.4777,0.3992
Condition_3_prime_9,0.2674,0.2351,0.3006,0.1288,0.2579,0.2299,0.2042,0.3015,0.2144,0.2674,0.2671,0.2232,0.2189,0.2766,0.1259,0.1905,0.1929,0.2232,0.1589,0.2232,0.254,0.2285,0.8095,0.5911,0.8083,0.569,0.7365,0.7328,0.7409,0.6824,0.7687,1.0,0.6453,0.4947,0.3994,0.4813,0.3336,0.4476,0.4022,0.4813,0.4629,0.4947,0.4245,0.4813,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2576,0.2088,0.2947,0.1325,0.2233,0.2508,0.2566,0.1799,0.1998,0.2576,0.2274,0.1902,0.1902,0.1429,0.1741,0.1893,0.1599,0.2463,0.2371,0.1598,0.1905,0.2208,0.4476,0.3533,0.281,0.2807,0.4223,0.4619,0.3706,0.4342,0.4476,0.3769,0.4631,0.498,0.4419,0.4248,0.329,0.4986,0.4416,0.4725,0.4285,0.4542,0.499,0.4218
Condition_3_prime_10,0.3614,0.3302,0.3946,0.2227,0.3494,0.3214,0.2991,0.3964,0.3083,0.3614,0.3611,0.3147,0.3104,0.3706,0.2198,0.2767,0.2792,0.3147,0.2528,0.3147,0.348,0.32,0.7406,0.6863,0.7402,0.6345,0.7399,0.7374,0.7368,0.7377,0.6769,0.6453,1.0,0.5766,0.4946,0.5766,0.4288,0.5428,0.4841,0.5766,0.5581,0.5766,0.4904,0.5766,0.2195,0.2195,0.1778,0.1256,0.1892,0.2186,0.2195,0.1586,0.2637,0.2448,0.2195,0.2198,0.2186,0.2621,0.1247,0.1893,0.1896,0.2198,0.2618,0.1812,0.2208,0.246,0.2576,0.2088,0.2947,0.1325,0.2233,0.2508,0.2566,0.1799,0.1998,0.2576,0.2277,0.2764,0.2764,0.2291,0.2603,0.2755,0.2368,0.3403,0.3286,0.2513,0.2767,0.3123,0.4476,0.3533,0.3576,0.2807,0.4223,0.4618,0.3706,0.4342,0.4476,0.3769,0.4631,0.498,0.4419,0.3374,0.329,0.4986,0.4416,0.4725,0.4285,0.4248,0.431,0.5634
Condition_4,0.4869,0.5027,0.4603,0.3179,0.3979,0.4169,0.4539,0.4631,0.4603,0.4869,0.4869,0.4103,0.3923,0.438,0.3151,0.3426,0.3454,0.4103,0.3787,0.4103,0.4739,0.4165,0.6082,0.554,0.6082,0.4851,0.5989,0.5989,0.5989,0.5803,0.6082,0.4947,0.5766,1.0,0.7362,0.9364,0.6757,0.9048,0.8957,0.9348,0.8624,0.991,0.9085,0.9364,0.2869,0.2869,0.2094,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3017,0.2912,0.3101,0.2066,0.2459,0.2372,0.3017,0.3098,0.3323,0.3161,0.3547,0.4248,0.3595,0.4634,0.2966,0.3661,0.333,0.4248,0.3626,0.3864,0.4248,0.3942,0.3331,0.3331,0.311,0.2694,0.3321,0.2722,0.4489,0.3602,0.3599,0.3426,0.3759,0.8095,0.7143,0.6814,0.4788,0.7144,0.6058,0.7409,0.6972,0.8005,0.7804,0.7922,0.6444,0.6102,0.5147,0.5102,0.543,0.6065,0.6381,0.6127,0.5615,0.5903,0.6357
Condition_4_prime_1,0.4869,0.598,0.4603,0.3179,0.3979,0.4169,0.4539,0.4631,0.4603,0.4869,0.4869,0.4103,0.5204,0.438,0.3151,0.3426,0.3454,0.4103,0.3787,0.4103,0.4739,0.4165,0.4959,0.6644,0.4959,0.4007,0.4959,0.4959,0.4959,0.4959,0.4959,0.3994,0.4946,0.7362,1.0,0.7362,0.718,0.7325,0.6726,0.7362,0.7362,0.7362,0.6726,0.7362,0.2869,0.3821,0.2094,0.2381,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3017,0.4184,0.3101,0.2066,0.2459,0.2372,0.3017,0.3098,0.3323,0.3161,0.3547,0.4248,0.5633,0.4634,0.2966,0.3661,0.333,0.4248,0.3626,0.3864,0.4248,0.3942,0.3331,0.4283,0.311,0.2694,0.3321,0.2722,0.4489,0.3602,0.3599,0.3426,0.3759,0.6372,0.6373,0.4468,0.4274,0.6323,0.4242,0.5736,0.6372,0.6372,0.5736,0.6372,0.5247,0.5185,0.3529,0.5102,0.4234,0.5173,0.5185,0.5157,0.4416,0.4956,0.5157
Condition_4_prime_2,0.4869,0.5027,0.4603,0.3179,0.3979,0.4169,0.4539,0.4631,0.4603,0.4869,0.4869,0.4103,0.3923,0.438,0.3151,0.3426,0.3454,0.4103,0.3787,0.4103,0.4739,0.4165,0.5856,0.554,0.5856,0.4851,0.5855,0.5855,0.5856,0.5803,0.5856,0.4813,0.5766,0.9364,0.7362,1.0,0.6757,0.8865,0.8411,0.9348,0.8624,0.9364,0.8449,0.9364,0.2869,0.2869,0.2094,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3017,0.2912,0.3101,0.2066,0.2459,0.2372,0.3017,0.3098,0.3323,0.3161,0.3547,0.4248,0.3595,0.4634,0.2966,0.3661,0.333,0.4248,0.3626,0.3864,0.4248,0.3942,0.3331,0.3331,0.311,0.2694,0.3321,0.2722,0.4489,0.3602,0.3599,0.3426,0.3759,0.7913,0.6998,0.6321,0.4788,0.7054,0.5555,0.7264,0.6972,0.7912,0.731,0.7922,0.6444,0.6102,0.5147,0.5102,0.543,0.6065,0.6381,0.6127,0.5615,0.5903,0.6357
Condition_4_prime_3,0.4006,0.4088,0.3741,0.2409,0.3209,0.3399,0.3624,0.3716,0.4603,0.4006,0.4006,0.3333,0.3166,0.3517,0.2381,0.279,0.2817,0.3333,0.2928,0.3333,0.3877,0.3395,0.4301,0.5216,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.4301,0.3336,0.4288,0.6757,0.718,0.6757,1.0,0.672,0.5988,0.6757,0.6757,0.6757,0.5988,0.6757,0.2099,0.2099,0.1179,0.3333,0.1745,0.209,0.2099,0.2538,0.2766,0.2445,0.2099,0.2248,0.2146,0.2238,0.1296,0.1823,0.1735,0.2248,0.2236,0.3323,0.2391,0.2685,0.3333,0.2996,0.3719,0.2051,0.2799,0.2468,0.3333,0.2686,0.3864,0.3333,0.3027,0.2694,0.2694,0.311,0.2217,0.2685,0.2246,0.3626,0.2832,0.3599,0.2789,0.2989,0.5768,0.4816,0.4815,0.3335,0.5669,0.3588,0.4998,0.5768,0.5768,0.4998,0.5768,0.4642,0.4579,0.3875,0.4162,0.3631,0.457,0.4579,0.4552,0.4763,0.4191,0.4552
Condition_4_prime_4,0.4869,0.5027,0.4603,0.3179,0.3979,0.4169,0.4539,0.4631,0.4603,0.4869,0.4869,0.4103,0.3923,0.438,0.3151,0.3426,0.3454,0.4103,0.3787,0.4103,0.4739,0.4165,0.5611,0.5441,0.5611,0.4514,0.5518,0.5518,0.5518,0.5466,0.5611,0.4476,0.5428,0.9048,0.7325,0.8865,0.672,1.0,0.8095,0.8849,0.8444,0.8958,0.8185,0.8865,0.2869,0.2869,0.2094,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3017,0.2912,0.3101,0.2066,0.2459,0.2372,0.3017,0.3098,0.3323,0.3161,0.3547,0.4248,0.3595,0.4634,0.2966,0.3661,0.333,0.4248,0.3626,0.3864,0.4248,0.3942,0.3331,0.3331,0.311,0.2694,0.3321,0.2722,0.4489,0.3602,0.3599,0.3426,0.3759,0.8095,0.7106,0.6179,0.4788,0.7144,0.5592,0.7183,0.6972,0.8005,0.722,0.7606,0.614,0.6077,0.4841,0.5102,0.5126,0.6065,0.6077,0.605,0.5309,0.5689,0.605
Condition_4_prime_5,0.4686,0.4711,0.4287,0.3142,0.3796,0.4079,0.4223,0.4631,0.4287,0.4686,0.4686,0.4066,0.392,0.4197,0.3138,0.3414,0.3417,0.4066,0.3697,0.4066,0.4649,0.4075,0.5157,0.4669,0.5157,0.3926,0.5064,0.5064,0.5064,0.4878,0.5157,0.4022,0.4841,0.8957,0.6726,0.8411,0.5988,0.8095,1.0,0.8395,0.7672,0.8957,0.8957,0.8411,0.2869,0.2869,0.2093,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3014,0.2912,0.3063,0.2065,0.2458,0.2368,0.3014,0.3061,0.3233,0.3148,0.3534,0.3772,0.3413,0.3997,0.265,0.3345,0.2854,0.3772,0.299,0.3228,0.3772,0.3626,0.333,0.333,0.3106,0.2694,0.3321,0.2722,0.4476,0.3589,0.3586,0.3422,0.3747,0.7143,0.6191,0.5782,0.4788,0.6284,0.5053,0.7356,0.611,0.7142,0.7686,0.697,0.5504,0.5215,0.4205,0.4465,0.449,0.5203,0.5441,0.5188,0.4672,0.496,0.5414
Condition_4_prime_6,0.4869,0.5027,0.4603,0.3179,0.3979,0.4169,0.4539,0.4631,0.4603,0.4869,0.4869,0.4103,0.3923,0.438,0.3151,0.3426,0.3454,0.4103,0.3787,0.4103,0.4739,0.4165,0.5856,0.554,0.5856,0.4851,0.5855,0.5855,0.5856,0.5803,0.5856,0.4813,0.5766,0.9348,0.7362,0.9348,0.6757,0.8849,0.8395,1.0,0.8624,0.9348,0.8432,0.9348,0.2869,0.2869,0.2094,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3017,0.2912,0.3101,0.2066,0.2459,0.2372,0.3017,0.3098,0.3323,0.3161,0.3547,0.4248,0.3595,0.4634,0.2966,0.3661,0.333,0.4248,0.3626,0.3864,0.4248,0.3942,0.3331,0.3331,0.311,0.2694,0.3321,0.2722,0.4489,0.3602,0.3599,0.3426,0.3759,0.7897,0.6982,0.6308,0.4772,0.7037,0.5539,0.726,0.6972,0.7897,0.7297,0.7919,0.6444,0.6102,0.5147,0.5102,0.543,0.6065,0.6381,0.6127,0.5615,0.5903,0.6357
Condition_4_prime_7,0.4869,0.5027,0.4603,0.3179,0.3979,0.4169,0.4539,0.4631,0.4603,0.4869,0.4869,0.4103,0.3923,0.438,0.3151,0.3426,0.3454,0.4103,0.3787,0.4103,0.4739,0.4165,0.5594,0.554,0.5594,0.4641,0.5593,0.5593,0.5594,0.5594,0.5594,0.4629,0.5581,0.8624,0.7362,0.8624,0.6757,0.8444,0.7672,0.8624,1.0,0.8624,0.7709,0.8624,0.2869,0.2869,0.2094,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3017,0.2912,0.3101,0.2066,0.2459,0.2372,0.3017,0.3098,0.3323,0.3161,0.3547,0.4248,0.3595,0.4634,0.2966,0.3661,0.333,0.4248,0.3626,0.3864,0.4248,0.3942,0.3331,0.3331,0.311,0.2694,0.3321,0.2722,0.4489,0.3602,0.3599,0.3426,0.3759,0.7492,0.6577,0.5677,0.4661,0.7004,0.5041,0.6629,0.6972,0.7492,0.6667,0.7582,0.6218,0.6102,0.4727,0.5102,0.5204,0.6065,0.6155,0.6127,0.5389,0.577,0.6131
Condition_4_prime_8,0.4869,0.5027,0.4603,0.3179,0.3979,0.4169,0.4539,0.4631,0.4603,0.4869,0.4869,0.4103,0.3923,0.438,0.3151,0.3426,0.3454,0.4103,0.3787,0.4103,0.4739,0.4165,0.6082,0.554,0.6082,0.4851,0.5989,0.5989,0.5989,0.5803,0.6082,0.4947,0.5766,0.991,0.7362,0.9364,0.6757,0.8958,0.8957,0.9348,0.8624,1.0,0.8995,0.9364,0.2869,0.2869,0.2094,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3017,0.2912,0.3101,0.2066,0.2459,0.2372,0.3017,0.3098,0.3323,0.3161,0.3547,0.4248,0.3595,0.4634,0.2966,0.3661,0.333,0.4248,0.3626,0.3864,0.4248,0.3942,0.3331,0.3331,0.311,0.2694,0.3321,0.2722,0.4489,0.3602,0.3599,0.3426,0.3759,0.8005,0.709,0.6733,0.4788,0.7054,0.5968,0.7356,0.6972,0.8005,0.7723,0.7922,0.6444,0.6102,0.5147,0.5102,0.543,0.6065,0.6381,0.6127,0.5615,0.5903,0.6357
Condition_4_prime_9,0.4686,0.4711,0.4287,0.3142,0.3796,0.4079,0.4223,0.4631,0.4287,0.4686,0.4686,0.4066,0.392,0.4197,0.3138,0.3414,0.3417,0.4066,0.3697,0.4066,0.4649,0.4075,0.538,0.4678,0.538,0.3936,0.5127,0.5127,0.5127,0.4941,0.5513,0.4245,0.4904,0.9085,0.6726,0.8449,0.5988,0.8185,0.8957,0.8432,0.7709,0.8995,1.0,0.8449,0.2869,0.2869,0.2093,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3014,0.2912,0.3063,0.2065,0.2458,0.2368,0.3014,0.3061,0.3233,0.3148,0.3534,0.3772,0.3413,0.3997,0.265,0.3345,0.2854,0.3772,0.299,0.3228,0.3772,0.3626,0.333,0.333,0.3106,0.2694,0.3321,0.2722,0.4476,0.3589,0.3586,0.3422,0.3747,0.7233,0.6281,0.627,0.4788,0.6374,0.5662,0.7409,0.611,0.7143,0.8469,0.7007,0.5528,0.524,0.4378,0.4465,0.4515,0.5203,0.5466,0.5212,0.4845,0.5081,0.5442
Condition_4_prime_10,0.4869,0.5027,0.4603,0.3179,0.3979,0.4169,0.4539,0.4631,0.4603,0.4869,0.4869,0.4103,0.3923,0.438,0.3151,0.3426,0.3454,0.4103,0.3787,0.4103,0.4739,0.4165,0.5856,0.554,0.5856,0.4851,0.5855,0.5855,0.5856,0.5803,0.5856,0.4813,0.5766,0.9364,0.7362,0.9364,0.6757,0.8865,0.8411,0.9348,0.8624,0.9364,0.8449,1.0,0.2869,0.2869,0.2094,0.1745,0.2381,0.2859,0.2869,0.2538,0.3681,0.3308,0.2869,0.3017,0.2912,0.3101,0.2066,0.2459,0.2372,0.3017,0.3098,0.3323,0.3161,0.3547,0.4248,0.3595,0.4634,0.2966,0.3661,0.333,0.4248,0.3626,0.3864,0.4248,0.3942,0.3331,0.3331,0.311,0.2694,0.3321,0.2722,0.4489,0.3602,0.3599,0.3426,0.3759,0.7913,0.6998,0.6321,0.4788,0.7054,0.5555,0.7264,0.6972,0.7912,0.731,0.7922,0.6444,0.6102,0.5147,0.5102,0.543,0.6065,0.6381,0.6127,0.5615,0.5903,0.6357
